Timestamp,Milliseconds,X,Y,Z
2021-09-27 15:25:27,3,-0.51730376,0.22476417,0.639273
2021-09-27 15:25:27,14,-0.1666424,-0.41058075,0.80132157
2021-09-27 15:25:27,23,0.103061296,-0.61896694,0.69626296
2021-09-27 15:25:27,33,0.46231112,-0.7106436,0.6872085
2021-09-27 15:25:27,44,0.47615916,-0.80018973,0.70112306
2021-09-27 15:25:27,53,0.41597348,-0.8929316,0.7218951
2021-09-27 15:25:27,64,0.2629794,-1.0037824,0.7224277
2021-09-27 15:25:27,73,0.24806614,-1.0757523,0.7565152
2021-09-27 15:25:27,83,0.23315288,-1.1055788,0.8508549
2021-09-27 15:25:27,93,0.21178164,-0.9232907,0.9649014
2021-09-27 15:25:27,103,0.14893289,-0.6205648,1.003849
2021-09-27 15:25:27,114,0.12816085,-0.4244288,0.97022754
2021-09-27 15:25:27,123,0.094006814,-0.40631983,0.80078894
2021-09-27 15:25:27,133,0.124432534,-0.36311132,0.5380092
2021-09-27 15:25:27,143,0.1878139,-0.28315225,0.27469698
2021-09-27 15:25:28,153,0.34560153,-0.2266949,0.064712904
2021-09-27 15:25:28,164,0.5657053,-0.16058388,-0.21990404
2021-09-27 15:25:28,173,0.6856772,-0.25332573,-0.50512016
2021-09-27 15:25:28,183,0.7213625,-0.28048918,-0.70338666
2021-09-27 15:25:28,193,0.7298843,-0.3247629,-0.85098803
2021-09-27 15:25:28,203,0.72881913,-0.36311132,-0.9896015
2021-09-27 15:25:28,214,0.7405367,-0.36151347,-1.1302788
2021-09-27 15:25:28,223,0.76770014,-0.2783587,-1.2747511
2021-09-27 15:25:28,233,0.80185413,-0.20592286,-1.3413947
2021-09-27 15:25:28,243,0.6920686,0.038215235,-0.8488576
2021-09-27 15:25:28,253,0.37489545,0.30472323,-0.11970556
2021-09-27 15:25:28,264,-0.025898477,0.3201691,0.19633576
2021-09-27 15:25:28,273,-0.40698558,-0.13714875,0.20539024
2021-09-27 15:25:28,283,-0.3622458,-0.14886631,0.17449848
2021-09-27 15:25:28,294,-0.10585753,-0.05239615,0.11051793
2021-09-27 15:25:28,303,0.08282187,-0.14087707,0.0060585127
2021-09-27 15:25:28,313,0.22569625,-0.18614948,-0.054726347
2021-09-27 15:25:28,324,0.3498625,-0.20858595,-0.09413997
2021-09-27 15:25:28,333,0.4095821,-0.31624106,-0.12876004
2021-09-27 15:25:28,343,0.29653424,-0.45958146,-0.117575094
2021-09-27 15:25:28,354,0.24380521,-0.5038552,-0.07336792
2021-09-27 15:25:28,363,0.14041103,-0.4531901,-0.005126434
2021-09-27 15:25:28,373,0.06364767,-0.40472198,0.0017975807
2021-09-27 15:25:28,383,-0.1895449,-0.41004813,0.01564561
2021-09-27 15:25:28,394,-0.2865477,-0.5747598,-0.028028945
2021-09-27 15:25:28,403,-0.31477636,-0.86310506,-0.07336792
2021-09-27 15:25:28,413,-0.35106087,-1.1668962,-0.090411656
2021-09-27 15:25:28,423,-0.34466946,-1.2127012,-0.096270435
2021-09-27 15:25:28,433,-0.27589536,-1.1252855,-0.17463164
2021-09-27 15:25:28,443,-0.20978433,-1.0218914,-0.16184884
2021-09-27 15:25:28,454,-0.18368612,-0.9089101,-0.088813804
2021-09-27 15:25:28,463,-0.14154284,-0.8886706,-0.067509145
2021-09-27 15:25:28,474,-0.13728191,-0.81030947,-0.082955025
2021-09-27 15:25:28,483,-0.13621667,-0.5976623,-0.10266183
2021-09-27 15:25:28,494,-0.1863492,-0.30186042,-0.08455287
2021-09-27 15:25:28,503,-0.25725377,-0.15259463,-0.018974463
2021-09-27 15:25:28,513,-0.33927673,-0.19573657,-0.010452599
2021-09-27 15:25:28,523,-0.35372394,-0.38388336,0.09880036
2021-09-27 15:25:28,534,-0.39899635,-0.5635083,0.15851998
2021-09-27 15:25:28,543,-0.4496615,-0.82841843,0.15053074
2021-09-27 15:25:28,553,-0.45072672,-1.0650998,0.10838746
2021-09-27 15:25:28,564,-0.4075182,-1.2766818,-0.034952957
2021-09-27 15:25:28,573,-0.34094113,-1.3822064,-0.14267465
2021-09-27 15:25:28,583,-0.24546963,-1.4626981,-0.23435126
2021-09-27 15:25:28,593,-0.13941237,-1.5463854,-0.30945018
2021-09-27 15:25:28,604,0.012982528,-1.5927896,-0.3622458
2021-09-27 15:25:28,613,0.09826775,-1.5330701,-0.27483013
2021-09-27 15:25:28,624,0.079626165,-1.5272113,-0.251395
2021-09-27 15:25:28,633,0.10412653,-1.5538421,-0.2418079
2021-09-27 15:25:28,643,0.07003907,-1.6630951,-0.13894634
2021-09-27 15:25:28,653,-0.04240959,-1.9114941,-0.02110493
2021-09-27 15:25:28,664,-0.06857438,-2.2259376,0.037482888
2021-09-27 15:25:28,673,-0.080824554,-2.9407089,0.06950645
2021-09-27 15:25:28,683,-0.14101022,-3.667198,-0.004061201
2021-09-27 15:25:28,694,-0.18049042,-4.4075346,-0.16184884
2021-09-27 15:25:28,703,-0.3254287,-5.0460753,-0.3067871
2021-09-27 15:25:28,713,-0.46457475,-5.5732327,-0.14533773
2021-09-27 15:25:28,724,-0.6191667,-5.914307,-0.074965775
2021-09-27 15:25:28,733,-0.76250714,-5.7635098,0.011384678
2021-09-27 15:25:28,743,-0.79925764,-5.3818235,0.15319383
2021-09-27 15:25:28,753,-0.63461256,-4.9117227,0.3988632
2021-09-27 15:25:28,763,-0.28175414,-4.09895,0.69413245
2021-09-27 15:25:28,773,0.1553243,-3.118736,0.9361401
2021-09-27 15:25:28,783,0.55452037,-2.3906493,1.1397327
2021-09-27 15:25:28,794,0.4287563,-4.2390947,0.894596
2021-09-27 15:25:28,803,-0.03761604,-6.9200864,0.8263545
2021-09-27 15:25:28,813,-0.1532604,-7.5916495,0.8540506
2021-09-27 15:25:28,823,-0.11704248,-8.205689,0.87375736
2021-09-27 15:25:28,833,0.23102242,-8.436978,0.965434
2021-09-27 15:25:28,844,0.621164,-8.108687,1.0113056
2021-09-27 15:25:28,853,0.9340096,-7.5074296,1.0928625
2021-09-27 15:25:28,864,0.95052075,-6.4947925,1.3209555
2021-09-27 15:25:28,873,0.95158595,-5.4906106,1.8795371
2021-09-27 15:25:28,883,1.0464582,-4.7022715,2.2249389
2021-09-27 15:25:28,893,1.3625662,-3.9241188,2.3992376
2021-09-27 15:25:28,903,1.7841321,-3.4257228,2.4359882
2021-09-27 15:25:28,913,2.261756,-3.3281875,2.4019008
2021-09-27 15:25:28,923,2.7297263,-3.60375,2.3981724
2021-09-27 15:25:28,934,2.9865806,-4.2807055,2.3694112
2021-09-27 15:25:28,943,3.18012,-4.7492085,2.3240721
2021-09-27 15:25:28,953,3.1849136,-5.4745655,2.1785347
2021-09-27 15:25:28,963,2.8064895,-4.5407553,2.1508386
2021-09-27 15:25:28,973,2.8688056,-1.0853393,2.0820646
2021-09-27 15:25:28,983,2.8325877,-0.5672366,2.0650208
2021-09-27 15:25:28,994,2.0027046,0.50725067,2.286789
2021-09-27 15:25:28,1003,1.3817403,0.49500048,2.2212105
2021-09-27 15:25:28,1013,0.53428096,0.62502545,2.086858
2021-09-27 15:25:28,1024,-0.31104803,0.9230244,1.7995781
2021-09-27 15:25:28,1038,-1.532138,0.959775,1.2330072
2021-09-27 15:25:28,1078,-1.6014447,2.2528348,-1.7166231
2021-09-27 15:25:28,1078,-1.6014447,2.2528348,-1.7166231
2021-09-27 15:25:28,1078,-1.6014447,2.2528348,-1.7166231
