,ax,ay,az
501,-1.2819548,-14.09193,3.9816568
502,3.7052858,-12.669099,0.64935225
503,3.7052858,-12.669099,0.64935225
504,3.7052858,-12.669099,0.64935225
505,3.7052858,-12.669099,0.64935225
506,-0.029312078,-13.967504,3.9098723
507,-0.029312078,-13.967504,3.9098723
508,1.8583258,-13.270295,6.515955
509,11.275279,-14.983257,0.22073789
510,11.275279,-14.983257,0.22073789
511,11.275279,-14.983257,0.22073789
512,-0.73100734,-17.484056,4.6115675
513,-0.73100734,-17.484056,4.6115675
514,-0.73100734,-17.484056,4.6115675
515,-0.73100734,-17.484056,4.6115675
516,-2.4272194,-17.304295,7.835896
517,-0.12981063,-16.154543,6.2261243
518,3.4585261,-14.528023,1.5143577
519,4.9007998,-13.759029,-0.18664017
520,4.5652065,-12.398411,-4.0887356
521,-3.7758741,-14.657235,-2.2154546
522,-3.7758741,-14.657235,-2.2154546
523,-4.4392843,-15.661024,-3.0346973
524,-6.3125653,-19.127327,-2.2561326
525,-6.3125653,-19.127327,-2.2561326
526,-5.7113686,-18.535702,0.064905316
527,-4.113561,-16.731812,3.1480572
528,-3.938586,-16.391733,3.0257242
529,-5.15085,-16.20958,0.5632106
530,-5.5794644,-15.8025,-0.69212395
531,-2.9012976,-9.907183,-5.3847485
532,-2.9012976,-9.907183,-5.3847485
533,-2.9012976,-9.907183,-5.3847485
534,0.21266212,-7.602596,-3.8850467
535,1.0869397,-6.7905316,-2.3665016
536,2.9075787,-5.6264234,-0.7160522
537,3.566502,-5.5591254,-0.6152545
538,5.480461,-4.677669,-1.7003996
539,4.979763,-4.0214376,-1.6908283
540,4.6229334,-3.8464625,-1.8394824
541,3.5401812,-2.6512475,-3.6864424
542,1.925624,-1.2281163,-4.380959
543,-0.47946185,0.4534399,-4.69741
544,-0.47946185,0.4534399,-4.69741
545,-1.605584,1.2990036,-4.7955155
546,-2.1302104,2.6333013,-4.354638
547,-4.18056,3.165106,-4.8673005
548,-2.841477,3.2994034,-3.7797625
549,-2.0581267,3.1172497,-2.4909284
550,-2.8462625,2.4969103,-2.9820552
551,-1.0594223,-3.2620156,2.7287152
552,-1.0594223,-3.2620156,2.7287152
553,-2.5061827,-6.754639,11.898909
554,-5.854938,-15.991533,29.642286
555,-5.854938,-15.991533,29.642286
556,0.2748755,-18.799212,9.323633
557,0.2748755,-18.799212,9.323633
558,0.2748755,-18.799212,9.323633
559,0.2748755,-18.799212,9.323633
560,-11.254642,-9.559626,-4.738088
561,-12.67508,-10.812568,-4.3235316
562,-12.67508,-10.812568,-4.3235316
563,-12.67508,-10.812568,-4.3235316
564,0.51445687,-10.0627165,-6.8075805
565,0.51445687,-10.0627165,-6.8075805
566,0.51445687,-10.0627165,-6.8075805
567,0.51445687,-10.0627165,-6.8075805
568,-4.182953,-7.7847495,4.6091747
569,-4.182953,-7.7847495,4.6091747
570,-4.182953,-7.7847495,4.6091747
571,-4.182953,-7.7847495,4.6091747
572,1.721935,-10.788639,-9.423533
573,1.721935,-10.788639,-9.423533
574,1.721935,-10.788639,-9.423533
575,2.8094728,-11.653345,-2.0527427
576,2.8094728,-11.653345,-2.0527427
577,3.7196429,-13.526627,3.3299117
578,3.7196429,-13.526627,3.3299117
579,3.7196429,-13.526627,3.3299117
580,3.935296,-13.150654,3.205485
581,4.1126637,-12.54198,2.9706893
582,2.8573294,-10.592129,1.6076777
583,0.102592275,-5.621638,0.5512465
584,0.102592275,-5.621638,0.5512465
585,-2.3479571,-3.9661036,1.0686945
586,-2.3479571,-3.9661036,1.0686945
587,-2.1900308,-4.2969112,-3.6047873
588,-2.1900308,-4.2969112,-3.6047873
589,-2.1900308,-4.2969112,-3.6047873
590,-2.1900308,-4.2969112,-3.6047873
591,-2.4774687,-11.979069,2.2351954
592,-2.4774687,-11.979069,2.2351954
593,-2.4774687,-11.979069,2.2351954
594,-2.4774687,-11.979069,2.2351954
595,3.039483,-12.868002,6.245267
596,3.039483,-12.868002,6.245267
597,3.039483,-12.868002,6.245267
598,3.039483,-12.868002,6.245267
599,0.035593238,-13.07857,4.796114
600,0.035593238,-13.07857,4.796114
601,0.035593238,-13.07857,4.796114
602,0.035593238,-13.07857,4.796114
603,2.00698,-12.752848,6.61436
604,5.3943195,-12.664313,2.225624
605,6.7645097,-12.853645,-0.2416751
606,9.909575,-15.150755,-2.141277
607,9.111869,-16.228722,0.08644072
608,2.795116,-16.343876,5.6967125
609,-0.15613168,-16.037296,7.172486
610,-4.861019,-15.469299,5.878866
611,-1.0423734,-14.705391,8.755937
612,0.36131623,-14.276477,8.92822
613,8.180163,-11.394622,-1.7171494
614,8.180163,-11.394622,-1.7171494
